"project_code","plotid","image_year","image_julday","dominant_landuse","dominant_landcover","change_process","change_process_notes","interpreter"
"Poland",1300,1984,140,"Other","Non-tree","","",133
"Poland",1300,2016,212,"Other","Non-tree","Stable","",133
"Poland",1301,1984,161,"Forest","Trees","","",133
"Poland",1301,2017,42,"Forest","Trees","Stable","",133
"Poland",1302,1984,275,"Other","Non-tree","","",133
"Poland",1302,2016,204,"Other","Non-tree","Stable","",133
"Poland",1303,1984,218,"Other","Non-tree","","",133
"Poland",1303,2017,29,"Other","Non-tree","Stable","",133
"Poland",1304,1984,191,"Forest","Trees","","",133
"Poland",1304,2017,73,"Forest","Trees","Stable","",133
"Poland",1305,1984,275,"Other","Non-tree","","",133
"Poland",1305,2017,29,"Other","Non-tree","Stable","",133
"Poland",1306,1984,229,"Other","Non-tree","","",133
"Poland",1306,2017,62,"Other","Non-tree","Stable","",133
"Poland",1307,1984,140,"Other","Trees","","",133
"Poland",1307,2016,212,"Other","Trees","Stable","",133
"Poland",1308,1984,154,"Forest","Trees","","",133
"Poland",1308,2017,60,"Forest","Trees","Stable","",133
"Poland",1309,1984,241,"Other","Non-tree","","",133
"Poland",1309,2017,11,"Other","Non-tree","Stable","",133
"Poland",1310,1984,213,"Forest","Trees","","",133
"Poland",1310,2017,56,"Forest","Trees","Stable","",133
"Poland",1311,1984,140,"Other","Non-tree","","",133
"Poland",1311,2017,23,"Other","Non-tree","Stable","",133
"Poland",1312,1984,215,"Other","Non-tree","","",133
"Poland",1312,2017,56,"Other","Non-tree","Stable","",133
"Poland",1313,1984,190,"Other","Non-tree","","",133
"Poland",1313,2017,64,"Other","Non-tree","Stable","",133
"Poland",1314,1984,229,"Other","Non-tree","","",133
"Poland",1314,2004,219,"Other","Non-tree","Stable","",133
"Poland",1314,2017,47,"Other","Trees","Growth/Recovery","",133
"Poland",1315,1985,229,"Other","Non-tree","","",133
"Poland",1315,2017,29,"Other","Non-tree","Stable","",133
"Poland",1316,1984,252,"Other","Non-tree","","",133
"Poland",1316,2016,204,"Other","Non-tree","Stable","",133
"Poland",1317,1984,104,"Forest","Trees","","",133
"Poland",1317,2017,27,"Forest","Trees","Stable","",133
"Poland",1318,1984,161,"Forest","Trees","","",133
"Poland",1318,2017,42,"Forest","Trees","Stable","",133
"Poland",1319,1984,154,"Other","Non-tree","","",133
"Poland",1319,2017,60,"Other","Non-tree","Stable","",133
"Poland",1320,1984,243,"Forest","Trees","","",133
"Poland",1320,1991,198,"Forest","Trees","Stable","",133
"Poland",1320,1992,208,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1320,2017,61,"Forest","Trees","Growth/Recovery","",133
"Poland",1321,1984,222,"Forest","Trees","","",133
"Poland",1321,1996,278,"Forest","Trees","Stable","",133
"Poland",1321,1997,232,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1321,2016,213,"Forest","Trees","Growth/Recovery","",133
"Poland",1322,1984,215,"Other","Non-tree","","",133
"Poland",1322,2017,64,"Other","Non-tree","Stable","",133
"Poland",1323,1984,101,"Other","Non-tree","","",133
"Poland",1323,2016,213,"Other","Non-tree","Stable","",133
"Poland",1324,1984,222,"Other","Non-tree","","",133
"Poland",1324,2016,213,"Other","Non-tree","Stable","",133
"Poland",1325,1984,165,"Other","Non-tree","","",133
"Poland",1325,2016,213,"Other","Non-tree","Stable","",133
"Poland",1326,1984,222,"Other","Non-tree","","",133
"Poland",1326,2017,64,"Other","Non-tree","Stable","",133
"Poland",1327,1984,215,"Other","Non-tree","","",133
"Poland",1327,2017,64,"Other","Non-tree","Stable","",133
"Poland",1328,1984,156,"Other","Non-tree","","",133
"Poland",1328,2002,220,"Other","Non-tree","Stable","",133
"Poland",1328,2016,203,"Forest","Trees","Growth/Recovery","",133
"Poland",1329,1985,227,"Other","Non-tree","","",133
"Poland",1329,2017,43,"Other","Non-tree","Stable","",133
"Poland",1330,1984,140,"Forest","Trees","","",133
"Poland",1330,2017,47,"Forest","Trees","Stable","",133
"Poland",1331,1984,161,"Other","Non-tree","","",133
"Poland",1331,2017,42,"Other","Non-tree","Stable","",133
"Poland",1332,1984,222,"Forest","Trees","","",133
"Poland",1332,2017,56,"Forest","Trees","Stable","",133
"Poland",1333,1984,222,"Forest","Trees","","",133
"Poland",1333,2017,56,"Forest","Trees","Stable","",133
"Poland",1334,1984,156,"Other","Non-tree","","",133
"Poland",1334,2016,203,"Other","Non-tree","Stable","",133
"Poland",1335,1984,197,"Forest","Trees","","",133
"Poland",1335,2017,47,"Forest","Trees","Stable","",133
"Poland",1336,1984,222,"Forest","Trees","","",133
"Poland",1336,1998,251,"Forest","Trees","Growth/Recovery","",133
"Poland",1336,2017,47,"Forest","Trees","Stable","",133
"Poland",1337,1984,104,"Other","Non-tree","","",133
"Poland",1337,2017,42,"Other","Non-tree","Stable","",133
"Poland",1338,1984,161,"Other","Non-tree","","",133
"Poland",1338,2017,27,"Other","Non-tree","Stable","",133
"Poland",1339,1984,161,"Other","Non-tree","","",133
"Poland",1339,2017,75,"Other","Non-tree","Stable","",133
"Poland",1340,1984,222,"Forest","Trees","","",133
"Poland",1340,2017,64,"Forest","Trees","Stable","",133
"Poland",1341,1984,222,"Other","Non-tree","","",133
"Poland",1341,2017,64,"Other","Non-tree","Stable","",133
"Poland",1342,1984,243,"Other","Non-tree","","",133
"Poland",1342,2017,70,"Other","Non-tree","Stable","",133
"Poland",1343,1984,161,"Other","Non-tree","","",133
"Poland",1343,2017,75,"Other","Non-tree","Stable","",133
"Poland",1344,1984,165,"Other","Non-tree","","",133
"Poland",1344,2017,62,"Other","Non-tree","Stable","",133
"Poland",1345,1985,195,"Forest","Trees","","",133
"Poland",1345,2017,42,"Forest","Trees","Stable","",133
"Poland",1346,1984,149,"Forest","Trees","","",133
"Poland",1346,2017,47,"Forest","Trees","Stable","",133
"Poland",1347,1984,218,"Other","Non-tree","","",133
"Poland",1347,2017,36,"Other","Non-tree","Stable","",133
"Poland",1348,1984,241,"Other","Non-tree","","",133
"Poland",1348,2017,75,"Other","Non-tree","Stable","",133
"Poland",1349,1984,191,"Other","Non-tree","","",133
"Poland",1349,2017,42,"Other","Non-tree","Stable","",133
"Poland",1350,1984,154,"Other","Non-tree","","",133
"Poland",1350,2017,67,"Other","Non-tree","Stable","",133
"Poland",1351,1984,218,"Other","Non-tree","","",133
"Poland",1351,2017,28,"Forest","Trees","Growth/Recovery","",133
"Poland",1352,1985,227,"Other","Non-tree","","",133
"Poland",1352,2017,43,"Other","Non-tree","Stable","",133
"Poland",1353,1984,241,"Other","Non-tree","","",133
"Poland",1353,2017,75,"Other","Non-tree","Stable","",133
"Poland",1354,1984,222,"Other","Non-tree","","",133
"Poland",1354,2017,64,"Other","Non-tree","Stable","",133
"Poland",1355,1984,241,"Other","Non-tree","","",133
"Poland",1355,2017,50,"Other","Non-tree","Stable","",133
"Poland",1356,1984,163,"Other","Non-tree","","",133
"Poland",1356,2017,29,"Other","Non-tree","Stable","",133
"Poland",1357,1984,222,"Forest","Trees","","",133
"Poland",1357,2017,47,"Forest","Trees","Stable","",133
"Poland",1358,1984,140,"Forest","Trees","","",133
"Poland",1358,2017,47,"Forest","Trees","Stable","",133
"Poland",1359,1984,218,"Forest","Trees","","",133
"Poland",1359,2017,28,"Forest","Trees","Stable","",133
"Poland",1360,1984,229,"Other","Trees","","",133
"Poland",1360,2017,62,"Other","Trees","Stable","",133
"Poland",1361,1984,243,"Other","Non-tree","","",133
"Poland",1361,2017,62,"Other","Non-tree","Stable","",133
"Poland",1362,1984,229,"Other","Non-tree","","",133
"Poland",1362,1998,251,"Other","Trees","Stable","",133
"Poland",1362,2017,70,"Other","Trees","Growth/Recovery","",133
"Poland",1363,1984,165,"Other","Non-tree","","",133
"Poland",1363,2016,229,"Other","Non-tree","Stable","",133
"Poland",1364,1984,218,"Other","Non-tree","","",133
"Poland",1364,2016,209,"Other","Non-tree","Stable","",133
"Poland",1365,1984,275,"Other","Non-tree","","",133
"Poland",1365,2017,45,"Other","Non-tree","Stable","",133
"Poland",1366,1984,165,"Forest","Trees","","",133
"Poland",1366,2017,6,"Forest","Trees","Stable","",133
"Poland",1367,1984,252,"Forest","Trees","","",133
"Poland",1367,2017,45,"Forest","Trees","Stable","",133
"Poland",1368,1984,252,"Other","Non-tree","","",133
"Poland",1368,2016,212,"Other","Non-tree","Stable","",133
"Poland",1369,1984,154,"Forest","Trees","","",133
"Poland",1369,2017,60,"Forest","Trees","Stable","",133
"Poland",1370,1984,154,"Other","Non-tree","","",133
"Poland",1370,2017,75,"Other","Non-tree","Stable","",133
"Poland",1371,1984,156,"Other","Non-tree","","",133
"Poland",1371,2016,212,"Other","Trees","Growth/Recovery","",133
"Poland",1372,1984,241,"Forest","Trees","","",133
"Poland",1372,2017,75,"Forest","Trees","Stable","",133
"Poland",1373,1984,106,"Other","Non-tree","","",133
"Poland",1373,2017,60,"Other","Non-tree","Stable","",133
"Poland",1374,1984,149,"Forest","Trees","","",133
"Poland",1374,2016,213,"Forest","Trees","Stable","",133
"Poland",1375,1984,161,"Other","Non-tree","","",133
"Poland",1375,2017,75,"Other","Non-tree","Stable","",133
"Poland",1376,1984,101,"Other","Non-tree","","",133
"Poland",1376,2006,209,"Other","Non-tree","Stable","",133
"Poland",1376,2017,47,"Other","Trees","Growth/Recovery","",133
"Poland",1377,1984,140,"Forest","Trees","","",133
"Poland",1377,2017,47,"Forest","Trees","Stable","",133
"Poland",1378,1984,163,"Other","Trees","","",133
"Poland",1378,2016,203,"Other","Trees","Stable","",133
"Poland",1379,1984,140,"Other","Non-tree","","",133
"Poland",1379,2017,61,"Other","Non-tree","Stable","",133
"Poland",1380,1984,106,"Forest","Trees","","",133
"Poland",1380,2017,29,"Forest","Trees","Stable","",133
"Poland",1381,1984,165,"Forest","Trees","","",133
"Poland",1381,2017,47,"Forest","Trees","Stable","",133
"Poland",1382,1985,195,"Other","Non-tree","","",133
"Poland",1382,2016,209,"Other","Non-tree","Stable","",133
"Poland",1383,1984,149,"Other","Non-tree","","",133
"Poland",1383,2016,236,"Other","Non-tree","Stable","",133
"Poland",1384,1984,191,"Other","Non-tree","","",133
"Poland",1384,2017,41,"Other","Non-tree","Stable","",133
"Poland",1385,1984,243,"Forest","Trees","","",133
"Poland",1385,2017,62,"Forest","Trees","Stable","",133
"Poland",1386,1984,277,"Other","Non-tree","","",133
"Poland",1386,2016,213,"Other","Non-tree","Stable","",133
"Poland",1387,1984,229,"Other","Non-tree","","",133
"Poland",1387,2009,209,"Other","Non-tree","Stable","",133
"Poland",1387,2017,47,"Other","Trees","Growth/Recovery","",133
"Poland",1388,1984,241,"Other","Non-tree","","",133
"Poland",1388,2017,58,"Other","Non-tree","Stable","",133
"Poland",1389,1984,241,"Forest","Trees","","",133
"Poland",1389,2017,50,"Forest","Trees","Stable","",133
"Poland",1390,1984,252,"Other","Non-tree","","",133
"Poland",1390,2016,212,"Other","Non-tree","Stable","",133
"Poland",1391,1984,241,"Other","Non-tree","","",133
"Poland",1391,2017,75,"Other","Non-tree","Stable","",133
"Poland",1392,1984,218,"Other","Non-tree","","",133
"Poland",1392,2017,45,"Other","Non-tree","Stable","",133
"Poland",1393,1984,241,"Other","Non-tree","","",133
"Poland",1393,2005,217,"Other","Non-tree","Stable","",133
"Poland",1393,2014,211,"Forest","Trees","Growth/Recovery","",133
"Poland",1393,2015,221,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1393,2017,75,"Other","Non-tree","Stable","",133
"Poland",1394,1984,154,"Other","Non-tree","","",133
"Poland",1394,2017,29,"Other","Non-tree","Stable","",133
"Poland",1395,1984,163,"Other","Non-tree","","",133
"Poland",1395,2016,203,"Other","Non-tree","Stable","",133
"Poland",1396,1984,222,"Other","Non-tree","","",133
"Poland",1396,2016,222,"Other","Non-tree","Stable","",133
"Poland",1397,1984,218,"Other","Non-tree","","",133
"Poland",1397,2017,27,"Other","Non-tree","Stable","",133
"Poland",1398,1984,154,"Other","Non-tree","","",133
"Poland",1398,2017,60,"Other","Non-tree","Stable","",133
"Poland",1399,1984,154,"Other","Non-tree","","",133
"Poland",1399,2017,11,"Other","Non-tree","Stable","",133
"Poland",1400,1984,140,"Other","Non-tree","","",133
"Poland",1400,2016,212,"Other","Non-tree","Stable","",133
"Poland",1401,1984,156,"Other","Non-tree","","",133
"Poland",1401,2016,203,"Other","Non-tree","Stable","",133
"Poland",1402,1984,222,"Other","Non-tree","","",133
"Poland",1402,2017,56,"Other","Non-tree","Stable","",133
"Poland",1403,1984,165,"Other","Non-tree","","",133
"Poland",1403,2016,213,"Other","Non-tree","Stable","",133
"Poland",1404,1984,222,"Other","Non-tree","","",133
"Poland",1404,2017,64,"Other","Non-tree","Stable","",133
"Poland",1405,1984,222,"Forest","Trees","","",133
"Poland",1405,1992,212,"Forest","Trees","Stable","",133
"Poland",1405,1994,233,"Forest","Trees","Harvest","thinning",133
"Poland",1405,2016,213,"Forest","Trees","Growth/Recovery","",133
"Poland",1406,1984,218,"Other","Non-tree","","",133
"Poland",1406,2017,28,"Other","Non-tree","Stable","",133
"Poland",1407,1984,165,"Other","Non-tree","","",133
"Poland",1407,2016,212,"Other","Non-tree","Stable","",133
"Poland",1408,1984,241,"Forest","Trees","","",133
"Poland",1408,2017,58,"Forest","Trees","Stable","",133
"Poland",1409,1984,218,"Forest","Trees","","",133
"Poland",1409,2017,37,"Forest","Trees","Stable","",133
"Poland",1410,1984,140,"Other","Trees","","",133
"Poland",1410,2017,47,"Other","Trees","Stable","",133
"Poland",1411,1984,218,"Forest","Trees","","",133
"Poland",1411,2017,45,"Forest","Trees","Stable","",133
"Poland",1412,1984,222,"Other","Non-tree","","",133
"Poland",1412,2017,64,"Other","Non-tree","Stable","",133
"Poland",1413,1984,275,"Other","Non-tree","","",133
"Poland",1413,2017,60,"Other","Non-tree","Stable","",133
"Poland",1414,1984,140,"Other","Non-tree","","",133
"Poland",1414,2016,204,"Other","Non-tree","Stable","",133
"Poland",1415,1984,156,"Other","Non-tree","","",133
"Poland",1415,2017,6,"Other","Non-tree","Stable","",133
"Poland",1416,1984,241,"Forest","Trees","","",133
"Poland",1416,2017,75,"Forest","Trees","Stable","",133
"Poland",1417,1984,275,"Other","Non-tree","","",133
"Poland",1417,2017,61,"Other","Non-tree","Stable","",133
"Poland",1418,1985,195,"Other","Non-tree","","",133
"Poland",1418,2016,240,"Other","Non-tree","Stable","",133
"Poland",1419,1984,241,"Other","Non-tree","","",133
"Poland",1419,2017,75,"Other","Non-tree","Stable","",133
"Poland",1420,1984,154,"Forest","Trees","","",133
"Poland",1420,2017,60,"Forest","Trees","Stable","",133
"Poland",1421,1984,252,"Other","Non-tree","","",133
"Poland",1421,2016,203,"Other","Non-tree","Stable","",133
"Poland",1422,1984,104,"Other","Trees","","",133
"Poland",1422,2017,42,"Other","Trees","Stable","",133
"Poland",1423,1984,241,"Other","Non-tree","","",133
"Poland",1423,2017,75,"Other","Non-tree","Stable","",133
"Poland",1424,1984,104,"Other","Non-tree","","",133
"Poland",1424,2017,27,"Other","Non-tree","Stable","",133
"Poland",1425,1984,218,"Other","Non-tree","","",133
"Poland",1425,2017,29,"Other","Non-tree","Stable","",133
"Poland",1426,1984,243,"Other","Non-tree","","",133
"Poland",1426,2017,45,"Other","Non-tree","Stable","",133
"Poland",1427,1984,165,"Other","Non-tree","","",133
"Poland",1427,2017,62,"Other","Non-tree","Stable","",133
"Poland",1428,1984,252,"Other","Non-tree","","",133
"Poland",1428,2017,31,"Other","Non-tree","Stable","",133
"Poland",1429,1984,165,"Other","Non-tree","","",133
"Poland",1429,2016,205,"Other","Non-tree","Stable","",133
"Poland",1430,1984,218,"Forest","Trees","","",133
"Poland",1430,2017,28,"Forest","Trees","Stable","",133
"Poland",1431,1984,104,"Other","Non-tree","","",133
"Poland",1431,2017,41,"Other","Non-tree","Stable","",133
"Poland",1432,1984,222,"Forest","Trees","","",133
"Poland",1432,2017,56,"Forest","Trees","Stable","",133
"Poland",1433,1984,252,"Other","Non-tree","","",133
"Poland",1433,2017,29,"Other","Non-tree","Stable","",133
"Poland",1434,1984,222,"Other","Non-tree","","",133
"Poland",1434,2017,64,"Other","Non-tree","Stable","",133
"Poland",1435,1984,156,"Other","Non-tree","","",133
"Poland",1435,2016,236,"Other","Non-tree","Stable","",133
"Poland",1436,1984,222,"Other","Trees","","",133
"Poland",1436,2017,64,"Other","Trees","Stable","",133
"Poland",1437,1984,222,"Other","Non-tree","","",133
"Poland",1437,2017,63,"Other","Non-tree","Stable","",133
"Poland",1438,1984,252,"Other","Non-tree","","",133
"Poland",1438,2016,203,"Other","Non-tree","Stable","",133
"Poland",1439,1984,218,"Other","Non-tree","","",133
"Poland",1439,2017,27,"Other","Non-tree","Stable","",133
"Poland",1440,1984,222,"Forest","Trees","","",133
"Poland",1440,2017,64,"Forest","Trees","Stable","",133
"Poland",1441,1984,140,"Other","Non-tree","","",133
"Poland",1441,2017,62,"Other","Non-tree","Stable","",133
"Poland",1442,1984,241,"Other","Non-tree","","",133
"Poland",1442,2017,75,"Other","Non-tree","Stable","",133
"Poland",1443,1984,241,"Other","Non-tree","","",133
"Poland",1443,2017,75,"Other","Non-tree","Stable","",133
"Poland",1444,1984,291,"Other","Non-tree","","",133
"Poland",1444,2016,203,"Other","Non-tree","Stable","",133
"Poland",1445,1984,213,"Forest","Trees","","",133
"Poland",1445,2016,229,"Forest","Trees","Stable","",133
"Poland",1446,1984,222,"Forest","Non-tree","","",133
"Poland",1446,1995,236,"Forest","Trees","Growth/Recovery","",133
"Poland",1446,2017,24,"Forest","Trees","Stable","",133
"Poland",1447,1984,222,"Other","Non-tree","","",133
"Poland",1447,2017,64,"Other","Non-tree","Stable","",133
"Poland",1448,1984,165,"Other","Non-tree","","",133
"Poland",1448,2016,213,"Other","Non-tree","Stable","",133
"Poland",1449,1984,309,"Forest","Trees","","",133
"Poland",1449,1993,221,"Forest","Trees","Stable","",133
"Poland",1449,1994,208,"Forest","Non-tree","Harvest","thinning",133
"Poland",1449,2017,47,"Forest","Trees","Growth/Recovery","",133
"Poland",1450,1984,161,"Other","Non-tree","","",133
"Poland",1450,2017,42,"Other","Non-tree","Stable","",133
"Poland",1451,1984,275,"Other","Non-tree","","",133
"Poland",1451,2017,61,"Other","Non-tree","Stable","",133
"Poland",1452,1984,222,"Forest","Trees","","",133
"Poland",1452,2017,64,"Forest","Trees","Stable","",133
"Poland",1453,1984,222,"Forest","Trees","","",133
"Poland",1453,2017,31,"Forest","Trees","Stable","",133
"Poland",1454,1984,104,"Forest","Trees","","",133
"Poland",1454,2017,42,"Forest","Trees","Stable","",133
"Poland",1455,1984,218,"Forest","Trees","","",133
"Poland",1455,2017,43,"Forest","Trees","Stable","",133
"Poland",1456,1984,218,"Forest","Trees","","",133
"Poland",1456,2017,37,"Forest","Trees","Stable","",133
"Poland",1457,1984,165,"Other","Non-tree","","",133
"Poland",1457,2017,62,"Other","Non-tree","Stable","",133
"Poland",1458,1984,191,"Forest","Trees","","",133
"Poland",1458,2017,65,"Forest","Trees","Stable","",133
"Poland",1459,1984,218,"Other","Non-tree","","",133
"Poland",1459,2017,45,"Other","Non-tree","Stable","",133
"Poland",1460,1984,156,"Forest","Trees","","",133
"Poland",1460,2017,47,"Forest","Trees","Stable","",133
"Poland",1461,1984,252,"Other","Non-tree","","",133
"Poland",1461,2017,29,"Other","Non-tree","Stable","",133
"Poland",1462,1984,213,"Other","Non-tree","","",133
"Poland",1462,2016,213,"Other","Non-tree","Stable","",133
"Poland",1463,1984,140,"Other","Non-tree","","",133
"Poland",1463,2016,213,"Other","Non-tree","Stable","",133
"Poland",1464,1984,140,"Other","Non-tree","","",133
"Poland",1464,2016,220,"Other","Non-tree","Stable","",133
"Poland",1465,1984,222,"Other","Non-tree","","",133
"Poland",1465,2017,47,"Other","Non-tree","Stable","",133
"Poland",1466,1984,154,"Other","Non-tree","","",133
"Poland",1466,2017,67,"Other","Non-tree","Stable","",133
"Poland",1467,1984,213,"Forest","Trees","","",133
"Poland",1467,2017,47,"Forest","Trees","Stable","",133
"Poland",1468,1984,222,"Forest","Trees","","",133
"Poland",1468,2005,215,"Forest","Trees","Stable","",133
"Poland",1468,2006,209,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1468,2017,48,"Forest","Trees","Growth/Recovery","",133
"Poland",1469,1984,218,"Other","Non-tree","","",133
"Poland",1469,2016,203,"Other","Non-tree","Stable","",133
"Poland",1470,1984,275,"Other","Non-tree","","",133
"Poland",1470,2017,61,"Other","Non-tree","Stable","",133
"Poland",1471,1984,156,"Other","Non-tree","","",133
"Poland",1471,2016,244,"Other","Non-tree","Stable","",133
"Poland",1472,1984,218,"Other","Non-tree","","",133
"Poland",1472,2017,45,"Other","Non-tree","Stable","",133
"Poland",1473,1984,241,"Other","Non-tree","","",133
"Poland",1473,2017,75,"Other","Non-tree","Stable","",133
"Poland",1474,1984,222,"Forest","Trees","","",133
"Poland",1474,2017,56,"Forest","Trees","Stable","",133
"Poland",1475,1984,275,"Forest","Trees","","",133
"Poland",1475,2016,259,"Forest","Trees","Growth/Recovery","",133
"Poland",1476,1984,218,"Other","Non-tree","","",133
"Poland",1476,2017,28,"Other","Non-tree","Stable","",133
"Poland",1477,1985,195,"Forest","Trees","","",133
"Poland",1477,1997,228,"Forest","Trees","Stable","",133
"Poland",1477,1998,247,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1477,2017,28,"Forest","Trees","Growth/Recovery","",133
"Poland",1478,1984,161,"Forest","Trees","","",133
"Poland",1478,2017,43,"Forest","Trees","Stable","",133
"Poland",1479,1984,213,"Forest","Trees","","",133
"Poland",1479,2016,228,"Forest","Trees","Stable","",133
"Poland",1480,1984,197,"Forest","Trees","","",133
"Poland",1480,2017,47,"Forest","Trees","Stable","",133
"Poland",1481,1984,156,"Other","Non-tree","","",133
"Poland",1481,2016,213,"Other","Non-tree","Stable","",133
"Poland",1482,1984,252,"Forest","Trees","","",133
"Poland",1482,2017,6,"Forest","Trees","Stable","",133
"Poland",1483,1984,241,"Forest","Trees","","",133
"Poland",1483,1991,205,"Forest","Trees","Stable","",133
"Poland",1483,1992,199,"Forest","Trees","Harvest","thinning",133
"Poland",1483,1998,224,"Forest","Trees","Harvest","thinning",133
"Poland",1483,2000,214,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1483,2017,67,"Forest","Trees","Growth/Recovery","",133
"Poland",1484,1984,291,"Other","Non-tree","","",133
"Poland",1484,2017,62,"Other","Non-tree","Stable","",133
"Poland",1485,1984,156,"Other","Non-tree","","",133
"Poland",1485,2016,203,"Other","Non-tree","Stable","",133
"Poland",1486,1984,222,"Other","Non-tree","","",133
"Poland",1486,2017,63,"Other","Non-tree","Stable","",133
"Poland",1487,1984,149,"Other","Non-tree","","",133
"Poland",1487,1990,204,"Other","Non-tree","Stable","",133
"Poland",1487,2017,47,"Forest","Trees","Growth/Recovery","",133
"Poland",1488,1984,213,"Other","Non-tree","","",133
"Poland",1488,2016,228,"Other","Non-tree","Stable","",133
"Poland",1489,1984,218,"Other","Non-tree","","",133
"Poland",1489,2017,28,"Other","Non-tree","Stable","",133
"Poland",1490,1984,163,"Forest","Trees","","",133
"Poland",1490,2014,214,"Forest","Trees","Stable","",133
"Poland",1490,2015,216,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1490,2016,220,"Forest","Non-tree","Growth/Recovery","",133
"Poland",1491,1984,218,"Other","Non-tree","","",133
"Poland",1491,2017,59,"Other","Non-tree","Stable","",133
"Poland",1492,1984,238,"Other","Non-tree","","",133
"Poland",1492,1986,218,"Other","Non-tree","Stable","",133
"Poland",1492,2017,64,"Forest","Trees","Growth/Recovery","",133
"Poland",1493,1984,218,"Forest","Trees","","",133
"Poland",1493,1989,231,"Forest","Trees","Growth/Recovery","",133
"Poland",1493,2017,28,"Forest","Trees","Stable","",133
"Poland",1494,1984,165,"Forest","Trees","","",133
"Poland",1494,2017,47,"Forest","Trees","Stable","",133
"Poland",1495,1984,275,"Other","Non-tree","","",133
"Poland",1495,2016,220,"Other","Non-tree","Stable","",133
"Poland",1496,1985,227,"Other","Non-tree","","",133
"Poland",1496,2017,43,"Other","Non-tree","Stable","",133
"Poland",1497,1984,222,"Other","Non-tree","","",133
"Poland",1497,2017,47,"Other","Non-tree","Stable","",133
"Poland",1498,1984,243,"Forest","Trees","","",133
"Poland",1498,2017,61,"Forest","Trees","Stable","",133
"Poland",1499,1984,252,"Other","Non-tree","","",133
"Poland",1499,2017,6,"Other","Non-tree","Stable","",133
"Poland",1500,1984,218,"Forest","Trees","","",133
"Poland",1500,2005,195,"Forest","Trees","Stable","",133
"Poland",1500,2006,198,"Forest","Non-tree","Harvest","clearcut",133
"Poland",1500,2017,27,"Forest","Trees","Growth/Recovery","",133
"Poland",1501,1984,218,"Other","Non-tree","","",133
"Poland",1501,2017,28,"Other","Non-tree","Stable","",133
"Poland",1502,1984,218,"Other","Non-tree","","",133
"Poland",1502,2017,27,"Other","Non-tree","Stable","",133
"Poland",1503,1984,106,"Forest","Trees","","",133
"Poland",1503,2017,75,"Forest","Trees","Stable","",133
"Poland",1504,1984,191,"Other","Non-tree","","",133
"Poland",1504,2017,58,"Other","Non-tree","Stable","",133
"Poland",1505,1984,222,"Forest","Trees","","",133
"Poland",1505,2017,64,"Forest","Trees","Stable","",133
"Poland",1506,1984,156,"Other","Non-tree","","",133
"Poland",1506,2016,213,"Other","Non-tree","Stable","",133
"Poland",1507,1984,140,"Other","Non-tree","","",133
"Poland",1507,2017,62,"Other","Non-tree","Stable","",133
"Poland",1508,1984,275,"Other","Non-tree","","",133
"Poland",1508,2016,211,"Other","Non-tree","Stable","",133
"Poland",1509,1984,218,"Other","Non-tree","","",133
"Poland",1509,2016,226,"Other","Non-tree","Stable","",133
"Poland",1510,1984,161,"Forest","Trees","","",133
"Poland",1510,2017,43,"Forest","Trees","Stable","",133
"Poland",1511,1984,215,"Other","Non-tree","","",133
"Poland",1511,2017,64,"Other","Non-tree","Stable","",133
"Poland",1512,1984,140,"Forest","Trees","","",133
"Poland",1512,2017,47,"Forest","Trees","Stable","",133
"Poland",1513,1984,163,"Other","Non-tree","","",133
"Poland",1513,2017,61,"Other","Non-tree","Stable","",133
"Poland",1514,1984,229,"Other","Non-tree","","",133
"Poland",1514,2017,62,"Other","Non-tree","Stable","",133
"Poland",1515,1984,161,"Other","Non-tree","","",133
"Poland",1515,2016,209,"Other","Non-tree","Stable","",133
"Poland",1516,1984,222,"Forest","Trees","","",133
"Poland",1516,2017,31,"Forest","Trees","Stable","",133
"Poland",1517,1984,163,"Other","Non-tree","","",133
"Poland",1517,2016,211,"Other","Non-tree","Stable","",133
"Poland",1518,1984,229,"Other","Non-tree","","",133
"Poland",1518,2016,213,"Other","Non-tree","Stable","",133
"Poland",1519,1984,252,"Other","Non-tree","","",133
"Poland",1519,2017,62,"Other","Non-tree","Stable","",133
"Poland",1520,1984,140,"Forest","Trees","","",133
"Poland",1520,2017,62,"Forest","Trees","Stable","",133
"Poland",1521,1984,161,"Forest","Trees","","",133
"Poland",1521,2017,27,"Forest","Trees","Stable","",133
"Poland",1522,1984,156,"Other","Non-tree","","",133
"Poland",1522,2017,61,"Other","Non-tree","Stable","",133
"Poland",1523,1984,156,"Other","Non-tree","","",133
"Poland",1523,2016,236,"Other","Non-tree","Stable","",133
"Poland",1524,1984,140,"Other","Non-tree","","",133
"Poland",1524,2016,203,"Other","Non-tree","Stable","",133
"Poland",1525,1984,218,"Forest","Trees","","",133
"Poland",1525,2017,27,"Forest","Trees","Stable","",133
"Poland",1526,1984,243,"Other","Non-tree","","",133
"Poland",1526,2016,203,"Other","Non-tree","Stable","",133
"Poland",1527,1984,241,"Forest","Trees","","",133
